quarter,n_answers,n_questions,within_question_cosine,overall_cosine,within_question_cosine_lo,within_question_cosine_hi
2011Q2,351,121,0.4575751875372783,0.11771522659678091,0.4444064355239485,0.4700219215997478
2011Q3,404,137,0.43147138616873937,0.1273750187907908,0.4192417232466348,0.4439142293470495
2011Q4,339,136,0.473461026944653,0.11219545681287053,0.46048359102709524,0.48645433358214574
2012Q1,238,120,0.46294678823525864,0.11134156578700262,0.4448210336716421,0.4781142897560384
2012Q2,333,158,0.4574044190857518,0.11769770360017423,0.4425474010049741,0.4717029752994248
2012Q3,336,167,0.4401410914593496,0.12323565091430522,0.4253522596530349,0.4544076309295669
2012Q4,337,158,0.4489926971278906,0.11356026325781673,0.43470444210985,0.4647952670326222
2013Q1,379,181,0.45850608221393374,0.1240470845230475,0.4449534304346992,0.47019978395220785
2013Q2,449,216,0.4633093157307312,0.11428665318733751,0.45023033787992295,0.4749440823416831
2013Q3,395,194,0.4489831062577078,0.1156286590218024,0.43550745422017634,0.46201833473857185
2013Q4,445,218,0.4456561825758703,0.1244153245670755,0.43266700936556773,0.4578639805133713
2014Q1,632,290,0.44701637084647566,0.11360153764122748,0.4370572695326627,0.4563367598058984
2014Q2,965,368,0.44569661522125736,0.10680243447794321,0.4378520270885814,0.4543184922800593
2014Q3,1069,412,0.4378338307595444,0.11168169891135514,0.42986544721815206,0.44484510567417296
2014Q4,901,342,0.43134492627733917,0.10506957129068199,0.42298037015790957,0.43946617195693327
2015Q1,823,341,0.4569499272014813,0.1138024950262658,0.4483552186385671,0.46617898012069103
2015Q2,1013,404,0.4504009706063548,0.12328097390307137,0.44196531846675496,0.4585720025198992
2015Q3,883,362,0.46108246081807164,0.11547528339275817,0.4526236694366468,0.4696012071377708
2015Q4,1504,554,0.4602551567816701,0.11841142696564326,0.4536724107899446,0.4666573834056012
2016Q1,1146,460,0.4567051750416515,0.11862044214604059,0.45027017522561147,0.4637469882034143
2016Q2,891,395,0.4587720836943319,0.11045464253979274,0.4491902492347713,0.4671674189203409
2016Q3,825,393,0.45005302293578076,0.11308683031445582,0.4412559787438048,0.4589160397410662
2016Q4,824,381,0.44215412893426964,0.11894208951809022,0.4337546127680763,0.4507898119894286
2017Q1,787,372,0.4678109673990598,0.11440899711054368,0.45890417472672845,0.47737365871850823
2017Q2,633,306,0.45486049972543047,0.12283646515739832,0.44433816869287834,0.4650396611237339
2017Q3,935,412,0.4646880145923794,0.1187791096823031,0.456460809912521,0.4737008006345019
2017Q4,824,387,0.44569391573806966,0.10786332534358382,0.437172109244732,0.45524317343654075
