quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2010Q3,2229,800,243,0.0736638132791306,0.9251782664874683,104.66221315085744,0.09199159372868414,0.9042717461632035,78.12215280794622,0.06938015140577021,0.07768037969389216,0.08435063376644744,0.10078179978734557
2010Q4,2563,800,269,0.05906132069430305,0.9397625059565649,109.41978662104961,0.071841023815549,0.9247085710685237,81.8481551704477,0.05573534288133497,0.06256985259727127,0.06636669053714904,0.07780107024621799
2011Q1,7214,800,235,0.05698442084734848,0.9418368096787108,116.57257999621459,0.07273339423617492,0.9233207904201493,83.6720148163664,0.05387034755850877,0.06051907677085651,0.06601314387898763,0.07994704511061568
2011Q2,8872,800,249,0.058791931167076775,0.940031558746882,113.12704113807817,0.06931242092616213,0.9269498779530594,85.60193757765174,0.05525499397574201,0.06245782155880566,0.06363558267187998,0.07535085686786905
2011Q3,6941,800,294,0.05702960357245561,0.9417916834320099,112.56139320293092,0.07403314323091854,0.9228173096372139,91.84579660857747,0.05395835907457085,0.06016293753088072,0.0682446072928604,0.08016617842967536
2011Q4,6058,800,232,0.05492515853310523,0.9438934979150612,113.20602543011523,0.07131282981033671,0.9246842082491906,81.90276288573752,0.05181205756387749,0.05804639783178983,0.06498153030616406,0.07844097108016186
2012Q1,5856,800,266,0.05754534425480002,0.9412765874255185,112.30277849730223,0.0771290554424259,0.9194015049163802,84.03548936449516,0.05436497239200828,0.060895899502069833,0.07131806677732495,0.08323141602055426
2012Q2,6058,800,248,0.054527953583093085,0.9442902063588858,110.31236563554236,0.07095321433894493,0.9253006292672605,79.3240361315206,0.05156459722009657,0.05771014047293379,0.0652979409290756,0.07705135433568265
2012Q3,5786,800,269,0.05466598385954219,0.9441523486202822,113.76817256127774,0.0734072484340472,0.9231481688463767,86.10038710903977,0.05126689991711113,0.05812472081401919,0.06717669380244232,0.07934753878504527
2012Q4,5614,800,307,0.058093554260559066,0.9407290626822666,110.4901791924433,0.0770108521975739,0.9199826684936234,90.08901149069546,0.05512504678315784,0.060943260568712486,0.0711152243590124,0.08249560279049155
2013Q1,6059,800,313,0.05541189386796807,0.9434073709993669,110.55845191786887,0.0740922500695641,0.9229495782054186,91.01378089842554,0.05253305033188025,0.0585167621107617,0.06893494893714006,0.07957573178556163
2013Q2,3931,800,320,0.05398652355233589,0.9448309596021045,113.64522088241804,0.07677753099321366,0.9203373987911401,92.13877845518763,0.05121172950769907,0.05699857910852392,0.07148942977275628,0.08285729852329418
2013Q3,6415,800,252,0.058775481556168976,0.9400479877957763,108.47194836490107,0.06526137185606619,0.9310293478735214,81.88924006323678,0.05516848691279502,0.06252365611845902,0.0593672311831066,0.07138261194093665
2013Q4,6764,800,279,0.05548308066899776,0.9433362731818384,112.22600357401492,0.07171766783990549,0.9249551553423164,86.79327309343061,0.0524806235739737,0.05865636481431736,0.06660923036411401,0.07724862224271589
2014Q1,9462,800,292,0.055342911102362224,0.9434762675365157,111.13352464928911,0.06958661004406955,0.927227042730054,90.79652970510075,0.052396430334912994,0.05830440021569936,0.06426457986096472,0.07490438146576048
2014Q2,10841,800,219,0.06134845550944534,0.9374782300599415,110.51819916075041,0.07026182484094143,0.9254927953638117,81.15507599193725,0.05776654738133612,0.06526889363657218,0.06398924530710347,0.07696484162046272
2014Q3,8498,800,292,0.05612076877809693,0.9426993821828757,107.64100684080611,0.07007425539357573,0.9267410673988681,86.69627912826464,0.05295853022548276,0.059950867959137406,0.06428129655783618,0.07569313210236721
2014Q4,9277,800,260,0.05934223088111047,0.9394819469074909,107.89853356490623,0.06915548045795189,0.9272643483130403,83.99409328752995,0.05582868507018661,0.06270493810612804,0.06327109398777502,0.0752248561169595
2015Q1,9287,800,254,0.05967637533539249,0.9391482201337767,113.45719969669548,0.06888763529239139,0.9274465679961613,88.21592760839785,0.055959128186099105,0.06326377411572771,0.06333741939468326,0.07512236979313598
2015Q2,10137,800,280,0.058202257105031165,0.9406204957163501,109.2339501557692,0.06590484736763061,0.9307590985158252,85.98712437521469,0.05437840671661132,0.061513137587046386,0.060969059231849365,0.07136554500035355
2015Q3,11071,800,250,0.05903276543804565,0.9397910255187519,109.99882312585906,0.06880167405872115,0.9274735326375138,83.7038425483697,0.055563355095303274,0.06271990837931563,0.06323574947999418,0.0744288503802448
2015Q4,10596,800,283,0.05502014762495898,0.9437986275595722,108.23130571622119,0.06842508930285064,0.9282831265604103,85.73429333843953,0.051988276079967685,0.05827789722903631,0.06279478371124765,0.07358456809255512
2016Q1,9681,800,279,0.06026642396700267,0.938558909062956,110.42369923448578,0.07062183437777649,0.9260470610859431,88.11931443900895,0.05645945028216754,0.06363411341400914,0.06555323756723234,0.07582776635045779
