quarter,n_answers,n_questions,ai_match_cosine,ai_mismatch_cosine,match_minus_mismatch
2010Q3,25,23,0.5184412592419885,0.08452375227994434,0.43391750696204406
2010Q4,25,25,0.5741934107203258,0.03839919344997688,0.5357942172703489
2011Q1,25,25,0.5020266073920273,0.027995137804443092,0.47403146958758413
2011Q2,25,25,0.43968078366083524,0.11796343768408982,0.32171734597674545
2011Q3,25,24,0.48303042356243703,0.06521574563654156,0.4178146779258954
2011Q4,25,25,0.5404525021962422,0.06408100958390993,0.47637149261233236
2012Q1,25,25,0.4917335781692884,0.03522754865146077,0.45650602951782765
2012Q2,25,25,0.49523121696316935,0.07971273424611987,0.4155184827170494
2012Q3,24,24,0.5048389248741693,0.06857634089900844,0.4362625839751609
2012Q4,25,25,0.4632064934697595,0.04655771783998444,0.4166487756297749
2013Q1,25,24,0.5237591560774882,0.055454385096039706,0.4683047709814485
2013Q2,25,25,0.5239748584043742,0.050660755160765264,0.4733141032436089
2013Q3,25,25,0.47818527426835394,0.03863388852260912,0.4395513857457448
2013Q4,25,25,0.47340314261942773,0.08028111651982213,0.39312202609960556
2014Q1,25,25,0.5063882531884897,0.06398405162477078,0.44240420156371896
2014Q2,25,25,0.46385775245652305,0.06938919669631011,0.39446855576021284
2014Q3,25,25,0.5367979043679828,0.07301225789230587,0.463785646475677
2014Q4,25,25,0.4828558968037898,0.05435455386239568,0.4285013429413941
2015Q1,25,25,0.5182949810219644,0.08266912973616442,0.4356258512857999
2015Q2,25,25,0.548701509517048,0.0656843830780322,0.4830171264390158
2015Q3,25,25,0.5160066157891101,0.06493746420934764,0.45106915157976246
2015Q4,25,25,0.5731670871201758,0.048711631587640906,0.5244554555325349
2016Q1,25,25,0.4002011140538631,0.04428092246323602,0.355920191590627
2016Q2,25,25,0.4519640459765156,0.05498292114873516,0.3969811248277804
2016Q3,25,24,0.5620291568340418,0.012811717887315704,0.5492174389467261
2016Q4,25,25,0.5741836209575168,0.0911622712226543,0.4830213497348625
2017Q1,25,25,0.47522939476552684,0.06022243264772895,0.4150069621177978
2017Q2,25,25,0.5448887815269632,0.049411051572614204,0.495477729954349
2017Q3,25,25,0.5687488699614659,0.07038974614469933,0.4983591238167665
2017Q4,25,25,0.42656909468849497,0.05722005008278882,0.3693490446057062
2018Q1,25,25,0.5143487685021921,0.05954383087432255,0.4548049376278696
2018Q2,25,25,0.4340436423924864,0.04196515804108527,0.39207848435140114
2018Q3,25,25,0.5371156637577117,0.025488747015067106,0.5116269167426445
2018Q4,25,25,0.4578741713242117,0.05284574032610588,0.4050284309981059
2019Q1,25,25,0.4945568355908518,0.05151143520024605,0.44304540039060575
2019Q2,25,25,0.5167008559416232,0.08057795032103554,0.43612290562058775
2019Q3,25,25,0.4795734471435084,0.06338243462955745,0.41619101251395096
2019Q4,25,25,0.6020242882153441,0.019984807603089426,0.5820394806122547
2020Q1,25,25,0.517500678882832,0.06388644180286208,0.45361423707997
2020Q2,25,25,0.5605934218793119,0.05153205082492701,0.509061371054385
2020Q3,25,25,0.5222550864848496,0.08142732489649969,0.44082776158834996
2020Q4,25,25,0.5264257969327815,0.0106335484401195,0.5157922484926619
2021Q1,25,25,0.49646153631420653,0.04659161611380028,0.4498699202004062
2021Q2,25,25,0.5323810487240495,0.038027636294103426,0.4943534124299461
2021Q3,25,25,0.5319461841363033,0.0519249670504605,0.4800212170858429
2021Q4,25,25,0.5611973859248551,0.083377712244963,0.4778196736798921
2022Q1,25,25,0.5347829688108183,0.054656432557541504,0.4801265362532769
2022Q2,25,25,0.5436753911869077,0.05487695394935384,0.48879843723755384
2022Q3,25,25,0.5160046033241229,0.06261074576078596,0.453393857563337
2022Q4,25,25,0.5403763593837756,0.03744485199634844,0.5029315073874272
2023Q1,25,25,0.5204855695428884,0.0674356274703196,0.45304994207256877
2023Q2,25,25,0.4950033638382195,0.07718115678398567,0.4178222070542339
2023Q3,25,25,0.4678151089877289,0.043752878440287975,0.4240622305474409
2023Q4,25,25,0.5039573408652084,0.07508863293632433,0.42886870792888415
2024Q1,25,25,0.5507470606993632,0.0675301208009077,0.4832169398984555
2024Q2,25,25,0.5622456377620478,0.09849383739939578,0.46375180036265207
2024Q3,25,25,0.5486782562920558,0.04174092328049248,0.5069373330115633
2024Q4,25,24,0.5178707882609158,0.06686729542603449,0.45100349283488134
2025Q1,25,25,0.5285727044063424,0.03680963189217799,0.4917630725141644
2025Q2,25,25,0.44351371039563864,0.05351743061839581,0.3899962797772429
2025Q3,25,25,0.5376236790157841,0.06166456557196829,0.47595911344381586
2025Q4,25,25,0.5108289481856282,0.046110451010091494,0.46471849717553665
2026Q1,25,25,0.4806303014438552,0.015615572069089772,0.4650147293747655
2026Q2,25,25,0.4470656130599845,0.041756100317269264,0.40530951274271515
