quarter,n_answers,n_questions,within_question_cosine,overall_cosine,within_question_cosine_lo,within_question_cosine_hi
2010Q3,2075,582,0.4023913969811369,0.08844258241728997,0.39656973698373305,0.4080447748029062
2010Q4,1463,575,0.40173438333874834,0.0728326955028148,0.39496135718329856,0.40885480252681755
2011Q1,1426,641,0.39830733282895586,0.07187020237102,0.389752575417982,0.4063937221823464
2011Q2,1509,718,0.3852438854262791,0.07345462416042003,0.377800881146178,0.39310429026117943
2011Q3,1527,760,0.40899707369982047,0.07307530295601367,0.40172852458440833,0.41660128411168046
2011Q4,1581,755,0.4082657682393522,0.06656716693858773,0.4004684345436195,0.41578027843896737
2012Q1,1791,890,0.4196426112298955,0.07062717471642638,0.41286944149029065,0.42616418549844104
2012Q2,2019,1022,0.4101059120461449,0.06561045207450902,0.4037307177889613,0.416738514460333
2012Q3,1923,986,0.42117641912159626,0.06583978697479384,0.4148652901086647,0.42736435161057856
2012Q4,1746,973,0.4127572723962456,0.06440457786558444,0.40491126831896995,0.42002267516704117
2013Q1,1672,970,0.4105143614485167,0.061823127834204857,0.40281679811021065,0.41795467702101113
2013Q2,1918,1119,0.4228523279953231,0.06675725928980139,0.41610257709561804,0.42987130383311023
2013Q3,2020,1150,0.40474878673150044,0.06485339260130656,0.39798077526568204,0.4110652952788431
2013Q4,1893,1087,0.41509120557031987,0.06369632659833423,0.4078218650039904,0.4217137973427622
2014Q1,2228,1257,0.42815208842351316,0.06105479540304177,0.42151855187401444,0.4342845079403096
2014Q2,2382,1352,0.41699835106312483,0.05855642017669165,0.4105810113595658,0.4228348995264152
2014Q3,2290,1321,0.4169596175282878,0.06150109282755548,0.4106284403463016,0.4235579868744998
2014Q4,2183,1272,0.4204984602513437,0.058937292660476884,0.41377906458396985,0.4272438995871207
2015Q1,2275,1349,0.4353176648126033,0.05895399485147236,0.42929273828997655,0.4421406138357268
2015Q2,2338,1387,0.4210453760055712,0.058560394209124185,0.4150327115014338,0.42746025203210525
2015Q3,2449,1420,0.43383343353769294,0.05658303294427342,0.42771843841401125,0.4394984590701238
2015Q4,2241,1347,0.42501057257100794,0.05277083561505517,0.4183166609583426,0.4314191674496246
2016Q1,2326,1397,0.4245875016827513,0.05681934534208315,0.41814472670835723,0.43117415309435303
2016Q2,2407,1427,0.435935598803264,0.0572879531816591,0.43005114936254824,0.4418094944199825
2016Q3,2568,1512,0.43997226494769043,0.05402551840147284,0.43337834811123344,0.44623919087983527
2016Q4,2555,1556,0.4331260700309084,0.05377357891324018,0.4268695674564543,0.4393771905921925
2017Q1,2573,1571,0.43998867342061454,0.05386069038466796,0.433909248209721,0.44617361728105825
2017Q2,2466,1500,0.4364509692857862,0.05634093229674991,0.4303245423373372,0.44259712209905283
2017Q3,2343,1461,0.43132351819347076,0.05432731886051339,0.4251051401181692,0.4379761024813122
2017Q4,2193,1361,0.4298717093453732,0.0541989693250712,0.4236542036480942,0.4364257700676257
2018Q1,2368,1463,0.4328589744855084,0.052001839599592696,0.4261089876497631,0.4396269748832413
2018Q2,2142,1351,0.441459304073842,0.05466746290575945,0.4345156982601524,0.4481633276931205
2018Q3,2187,1331,0.43768478782356035,0.053147903096931154,0.43042435252648753,0.4441444126338331
2018Q4,2065,1294,0.4314069363382827,0.0531680552190414,0.4247150976647335,0.43804269844672705
2019Q1,2352,1440,0.4428718374867733,0.057382756225531566,0.4363360275322478,0.44934938190087953
2019Q2,2168,1337,0.4343448901642807,0.05356857232987282,0.42780821643965006,0.4410765904261712
2019Q3,2014,1204,0.42910604384364137,0.059121805057396414,0.42233525400846683,0.4357037111753241
2019Q4,1935,1165,0.4308115224080447,0.05582397840164909,0.4231569235876339,0.43834597766272965
2020Q1,1932,1188,0.4308703589787318,0.05537840497015044,0.4244604966727335,0.43787846870728975
2020Q2,2337,1383,0.4386438914838411,0.056306857007765686,0.4320527909875708,0.4450412945314864
2020Q3,1995,1159,0.4324888928917485,0.059406142672667056,0.4253387097258186,0.43972273343677354
2020Q4,1657,1028,0.4375713734400978,0.058579806842124514,0.429895051388777,0.4450446499393351
2021Q1,1588,995,0.433160163342862,0.05532954459130111,0.4256824881277545,0.441125959707304
2021Q2,1524,938,0.44194411831958,0.05874714062409886,0.4338212900415168,0.44965864905776487
2021Q3,1504,887,0.4309824273129268,0.05825621773435839,0.42321445443539135,0.43912592588550486
2021Q4,1720,1003,0.4249841962002534,0.06156860844487645,0.41727483452111463,0.4324316599118092
2022Q1,1513,888,0.4331361264102311,0.060047277723771435,0.42542369864567375,0.44151798466457415
2022Q2,1373,816,0.4420500838113186,0.05891858462111939,0.43337626758155345,0.45071571598366744
2022Q3,1464,874,0.4231014880662075,0.057109000875466,0.41549006362092095,0.43139919980657004
2022Q4,1328,780,0.4262729139673867,0.06112057136684307,0.4181484159221682,0.4340754606766068
