quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2009Q4,864,800,270,0.10036860678120411,0.8985068539772724,80.017647749768,0.0989039690423557,0.8977586382503938,60.95308756972798,0.09462698849010626,0.10646183193650055,0.08984865294161498,0.10926219637845799
2010Q1,503,503,172,0.09093458063502335,0.9072581322489429,71.0771588903932,0.08817736481547707,0.9065213407939152,51.04444656683472,0.08393191767440958,0.09785093946124385,0.07710783174615686,0.09996296205889825
2010Q2,738,738,302,0.07123276695196434,0.9275087408623337,75.45957707499068,0.06800310768882799,0.9289108098863006,59.77909958988081,0.06632906916910856,0.07677727686161888,0.06163619311386882,0.07467109572495924
2010Q3,935,800,345,0.07938521734333316,0.919464014178346,81.23075696697656,0.07592700654279783,0.9213945210123987,65.69330144822301,0.07375212779964405,0.08550449321220453,0.0685529622442521,0.08310544515987751
2010Q4,2493,800,308,0.06370853065585586,0.9351211050074639,79.83396205430637,0.06348737811580966,0.9334719964884625,63.35130205077405,0.059299759305278664,0.06855455414113501,0.05795883012583054,0.06912407539951469
2011Q1,2361,800,331,0.06235003657962686,0.9364779009660977,82.26082316611179,0.0649493325883617,0.9322257409239898,68.94001242302222,0.05819404883665726,0.06695087821977276,0.05949480760032655,0.070677134272422
2011Q2,2323,800,418,0.05348643487308664,0.9453304231705048,80.18681473696216,0.05882776333360432,0.9389206284447057,71.22916122799316,0.050088508867933874,0.056931790599411496,0.054805391315532886,0.06308992996193502
2011Q3,2441,800,489,0.0525787904058622,0.9462369330821452,82.03808007502201,0.05831397466068423,0.9397602870461883,73.3695894936655,0.04944254566074507,0.05569797369834159,0.05457612887643861,0.06212171135821261
2011Q4,2410,800,521,0.0526601385558618,0.9461556866173331,81.18519334187906,0.059372260986520285,0.938822311491381,73.19892440184383,0.04940770621956609,0.05612942383897685,0.055495888588995367,0.06306832815575118
2012Q1,2638,800,490,0.05071747591585398,0.9480959209290408,80.74214306548681,0.05941324424262953,0.9386671909497024,73.36070525117869,0.04761770241959417,0.05391930340083649,0.05587108949019227,0.06327090162735738
2012Q2,3443,800,525,0.049343291317113895,0.9494683877970325,81.94756030452402,0.05843854962476946,0.9397679999935634,72.85605205459692,0.04606016897362522,0.05256416732297302,0.05468375283551913,0.06221992340416436
2012Q3,3660,800,468,0.0489269267538806,0.9498842319045617,84.15836605376379,0.05866095743993885,0.9393276343494628,73.84471445121011,0.045852267373396816,0.05209137209488668,0.05486759672903899,0.06254408639932148
